,Filename,ActualArea,EstArea,Error_Est,Error_Est_pct
121,75863ece-4b66-4d6e-8610-353f69ca1cf6,2362,1729.467042,632.5329584,0.267795495
122,b50ff1ce-3b68-4a8f-a249-392dd41dd5e7,2241,2756.4484,-515.4483996,-0.23000821
123,b66ac758-402e-4fca-970f-fd773333fd4b,2097,2151.134632,-54.13463212,-0.025815275
124,d66a7261-42fb-4a2a-aa2c-c5cfba02cd2d,2489,2698.475212,-209.4752122,-0.084160391
125,dfbaa629-d0c6-4dff-b7d9-c56ef3a2574f,2820,2266.291073,553.7089267,0.196350683
126,e033fd90-f4e2-449a-af6b-15bf656c26bf,1391,667.4204706,723.5795294,0.520186578
127,e2e5f659-1ffb-4b59-ac24-8d7fc5e504fe,4677,3042.318824,1634.681176,0.349514898
128,f16ea46d-125c-48f3-8f50-afc1e8c5de22,3301,2573.389331,727.6106688,0.220421287
129,f458ed6b-990a-4b24-9911-ff2c700202a9,1590,1677.120834,-87.12083407,-0.054792977
130,64d176fd-0ca3-42ec-b306-df2a8b9a813e,3483,1638.172528,1844.827472,0.529666228
131,6d232857-a1a3-4a7b-852a-e1cd4283a1fe,2393,1952.860556,440.1394438,0.183927891
132,7013476d-1836-4a3b-adee-0c3a4d82a2ae,4053,2311.217959,1741.782041,0.429751306
133,78fef1ac-c891-4e59-988d-21f34dcddda5,4031,1611.324667,2419.675333,0.600266766
134,79bea126-6e0d-4481-a5ae-7f54b5457e34,1481,2066.435119,-585.4351188,-0.395297177
135,7d6389b7-e664-4cf8-ab78-86c8c03f714e,3692,1676.156208,2015.843792,0.546003194
136,89178b77-fb45-47ed-93d4-e7529fe51ed6,2715,1721.982477,993.0175233,0.365752311
137,8d160035-7f5f-4298-97e1-16cd20941f2d,1379,1793.237775,-414.2377755,-0.300389975
138,8d294460-6c41-45d8-b331-a188f0804965,3814,2532.675522,1281.324478,0.335952931
139,9197ed9c-19cf-4a5c-8ec5-8a68fb3863ca,2265,1896.493191,368.5068093,0.162696163
140,a3e782c9-8541-4c50-9ee2-c455c47b91d8,3862,1741.388718,2120.611282,0.549096655
141,a3f95ef8-f22f-4f2b-ac62-4b70d313b427,3184,1662.678963,1521.321037,0.477801833
142,d47f4ec8-ed8d-495f-9188-060a4f3c687b,2236,2571.461357,-335.4613568,-0.15002744
