,Filename,ActualArea,EstArea,Error_Est,Error_Est_pct
0,5855a906-aefa-4ae0-be10-80aa587ee982,2920,2040.139015,879.8609853,0.301322255
1,967e2c54-b644-4521-95a3-7a7ee7238895,2341,3233.954512,-892.9545117,-0.381441483
2,989f9066-5eec-4d2e-b684-c631a9937243,2894,2003.146901,890.8530994,0.307827609
3,a111a354-2b38-4f9f-a3c8-23dccec3e4e6,3036,3481.671808,-445.6718076,-0.146795721
4,a1ae3f44-5878-4d30-898d-4dd4b33f8cfa,4358,1954.603317,2403.396683,0.551490749
5,deea1ae2-b08b-4e8a-ad97-66f8c51ba013,4108,2252.797138,1855.202862,0.451607318
6,b718aabc-6b8a-42c9-920e-3378addd5810,2947,2106.096483,840.9035166,0.285342218
7,b817e6c4-4176-4211-a5c8-77b54fe2e04e,2398,2354.359568,43.64043178,0.018198679
8,ba9b993d-c107-451f-9ba2-c6c8a79a18a2,2390,2068.867643,321.1323574,0.134365003
9,c8333aaf-9368-4e25-9282-43f6e98dad8c,1933,1199.129918,733.8700817,0.379653431
10,c8cbc55a-36d3-49c3-9685-d5ba498dd46f,1722,1844.600506,-122.6005061,-0.071196577
11,c99468cd-bf60-455a-8c90-37dd5e20552d,2376,1805.357555,570.6424448,0.240169379
12,cbdb62dc-fbd0-4de6-865e-65338e6e7f6b,3237,2344.091563,892.908437,0.275844435
13,d1497eb7-6493-42c8-8b10-fb552213f0c1,2630,2256.818118,373.1818817,0.141894252
14,d8944900-f1ba-474b-916e-514ac14c14b7,3897,2333.100617,1563.899383,0.401308541
15,db92cae7-80dc-4f11-bce4-772fb3b31851,2539,1738.178781,800.821219,0.315408121
16,df9dac87-aa84-4fa0-9837-71a1b3d3a3aa,2249,1958.500607,290.4993927,0.129168249
17,eab1d769-2ecd-4c9b-8610-6e0e2357ee5b,2000,2264.618098,-264.6180976,-0.132309049
18,ece3fadd-a32d-4ce3-b130-dfbd5d4bdaf7,2665,2880.369298,-215.3692978,-0.080813995
19,ef4806e6-482a-4abb-97ad-46f6cec0c0f7,2237,1650.239711,586.7602892,0.262297849
20,f62f20a1-a805-4210-a848-257fee4b7b8f,2855,2469.249385,385.7506155,0.135114051
21,fe309d17-5001-4eca-8281-8e129813aa7f,4055,1929.902645,2125.097355,0.524068398
22,fec9495d-e03e-4f63-93ac-45eaf0543e4c,3507,1831.649943,1675.350057,0.477716013
23,c337b5e7-9f5b-4518-bdfe-9a9ee74fe2a7,2117,1903.164773,213.8352274,0.10100861
24,c53c9b9b-3015-4a58-b474-d3b3a7681400,3289,1469.955896,1819.044104,0.55306905
25,c6c0d1c9-7e16-40c4-9940-5dcbab822f6e,1871,2189.269895,-318.2698953,-0.170106839
26,d303e175-7571-4a95-a21b-c8351104b0ec,1997,1595.337908,401.6620921,0.201132745
27,ae7a28a6-02bc-4fa6-858b-ab1a6dc5a99f,2240,1857.299569,382.7004313,0.170848407
28,b5ac9da6-584f-432e-97ee-5fd336993886,1830,1777.704663,52.29533706,0.028576687
29,3553c4de-32a7-4d8d-86a9-41ba64fd8110,2291,3092.967285,-801.9672851,-0.350051194
30,649276a8-316f-463c-a62f-b0d10f8e927d,2674,2054.734257,619.2657431,0.231587787
31,866a3a7a-dac3-4e81-b1af-8cc579fa3754,1864,4.523635993,1859.476364,0.997573157
32,95729998-ac6f-4dcd-952f-801bce059ee6,3480,2323.202734,1156.797266,0.332413007
33,3a1a4013-2ce3-48d7-9c9d-ac19f5c6c8d9,2458,2563.61914,-105.6191404,-0.042969544
34,3c75691b-b774-41d3-9057-a47aa0287b3f,3062,1572.004776,1489.995224,0.486608499
35,3c84db7a-b9c8-40bb-bc40-6fbb629e1c3f,1757,1987.767624,-230.7676242,-0.131341846
36,4bf60e38-9949-422a-a10f-f1b46326a916,2445,2086.469233,358.5307668,0.14663835
37,4f40934c-cbde-4d2d-bfab-21c459bd94bc,3014,1872.460375,1141.539625,0.378745728
38,5d787546-1f8d-453b-93b3-be5786617508,3115,1712.611106,1402.388894,0.450205102
39,6bb83cc0-40fe-4747-8be5-9a647f8eb913,2303,3651.001609,-1348.001609,-0.58532419
40,873e78e7-6499-458d-a6f6-5a249f726c93,3410,3218.593924,191.4060763,0.056130814
41,650688f7-8c48-487a-a5c6-3e38c5f124f7,3083,2164.487111,918.5128891,0.297928281
42,312d39cd-cb1d-4919-b04e-155b3a994e56,1677,2919.931061,-1242.931061,-0.741163424
43,421be199-02e8-4ad4-8357-f6f5b6c52407,2051,1933.751392,117.2486085,0.057166557
44,58a8ae24-911d-4a49-bfff-af44292c749d,3124,2808.988372,315.0116278,0.100835988
45,69bc9dc6-e39a-431a-84ca-1bf25f43ae38,2861,1030.675663,1830.324337,0.639749856
46,72bb2588-c247-4600-b8c0-07aba52e5011,2154,2055.171575,98.82842547,0.045881349
47,74f0b58b-7a29-425f-ae33-9cf479fd80a2,3218,1826.072951,1391.927049,0.432544142
48,773d2d69-e34c-4857-bfb2-225cc75b7b57,1553,2163.617295,-610.6172945,-0.393185637
49,8fdb609a-934c-46a6-90af-dd63d7d49962,2716,2443.369446,272.6305539,0.100379438
50,90f4e6d2-328a-489b-9c1a-4695ff7bc817,1752,2317.239362,-565.2393619,-0.322625207
51,a1c51627-bbed-4967-bb37-4f561b4e78fb,1384,2358.832432,-974.8324322,-0.704358694
52,c5840f03-33f2-478b-9288-55b7f92e4409,4010,2666.568418,1343.431582,0.335020345
53,d7d38697-3a57-4d46-a3aa-30a653928288,2831,1221.368878,1609.631122,0.568573339
54,36a7280b-7fc8-4025-927a-f110224eb129,3216,1313.037987,1902.962013,0.591717044
55,64390369-cfc9-4e4d-8b97-27d7feb2d5f9,2550,1608.179181,941.8208187,0.369341498
56,82d5c702-1954-4b0c-9bfe-1dd7dd18e47a,2897,2489.002908,407.9970922,0.140834343
57,9227315b-da7f-4b60-858f-f3616424a063,2500,3213.564973,-713.5649732,-0.285425989
58,36b79ca4-a49a-4375-a8e1-1f07f015a9e3,1945,1910.026429,34.97357098,0.01798127
59,40dd7f5a-b1ee-4578-9529-96c009d08b26,2398,2861.604137,-463.6041368,-0.193329498
60,45b3f8c6-a05e-444f-8ff5-c852229f6166,2305,1450.586516,854.413484,0.370678301
61,57c76124-29c6-4da6-af65-e7feb336b3da,2305,2617.875605,-312.8756052,-0.13573779
62,6a38336d-38a9-45c1-8b13-af67858a9367,3093,2057.517309,1035.482691,0.334782635
63,6c9d76c2-09b4-425a-816f-f82b57bfea60,1938,3169.157606,-1231.157606,-0.635272242
64,6f185cb5-fbda-4f61-bf44-8f76e7041797,2226,1782.00385,443.99615,0.199459187
65,7a68fbe8-becf-47d8-93f6-6bd4563d1f43,1523,1748.206326,-225.2063257,-0.147870207
66,80e7bce9-76e2-412c-9c86-0517358b33c1,1852,1964.524461,-112.5244608,-0.060758348
67,844ee8cf-9f1b-424b-97e2-325d9af7df54,3093,1100.977909,1992.022091,0.64404206
68,847f4d90-9616-456b-a244-48efe9ec1e2f,2678,2526.649892,151.3501078,0.056516097
69,84d7083d-1ba2-4790-ba0d-692f68f4dc06,3070,1689.848734,1380.151266,0.449560673
70,8b459f92-626c-46a9-8133-89ad9e614cbe,1867,1599.675699,267.3243015,0.143183879
71,8bc9e827-237e-45e2-9817-5b21d193df4e,2108,1506.200017,601.7999826,0.285483863
72,8c447de9-8ca9-440a-8027-225bbf7d937e,2396,855.8467789,1540.153221,0.642801845
73,8dbdb5c6-91c6-4f9d-82c5-4c4b32a69475,3562,3439.625048,122.3749518,0.034355686
74,8dda501a-2e74-4ae6-971e-e918bfcc9dbe,3253,1514.811419,1738.188581,0.534334024
75,8e878af6-fca3-4612-9e6b-272932bdb87e,2490,1748.911572,741.0884279,0.297625875
76,8f97f6d9-6239-4884-a447-f63d00a852ce,4324,2879.19355,1444.80645,0.334136552
77,9ba1c555-efcc-4555-9266-1d950687d61a,2607,1943.809021,663.1909792,0.254388561
78,9e9a3ed6-fcdb-421c-b7bf-5463572348f1,2390,2180.743454,209.2565464,0.08755504
79,9f2c206f-4de5-4c33-bad6-fd3cbd5379d3,3004,2523.719859,480.2801414,0.159880207
80,9fbc6650-110f-4060-a81a-544eee3a629f,4097,2755.286582,1341.713418,0.3274868
81,46bc7d78-1024-4126-94e7-8593efc21ae4,3495,1558.36551,1936.63449,0.554115734
82,4a469dcd-e858-4c8e-a2f8-86588777daf8,2268,893.5209448,1374.479055,0.606031329
83,4bd83031-88b2-4d23-981b-8fc040299da2,1740,1190.927239,549.0727612,0.315559058
84,510c6b3b-f26a-4b05-89ac-9ec858aca3fd,2272,1673.534506,598.4654938,0.263409108
85,57728db0-ee9f-4b42-82e2-7449143f0a0b,4199,1482.623364,2716.376636,0.646910368
86,5961b696-e249-433a-a878-54247c27f0ba,2454,2109.445948,344.5540519,0.140405074
87,599ce0d6-90b3-4c84-a081-e2e73dc6a64a,3283,1607.617479,1675.382521,0.510320597
88,59c4f8a6-58b8-4437-9d30-34bbe039c806,2642,2424.689588,217.3104118,0.082252238
89,5b135ab7-80d8-4b2c-9a6b-11be73b7e4c8,2278,1932.007737,345.992263,0.151884224
90,5baf70a5-38eb-41de-858a-123b90d22c76,1174,2154.326718,-980.3267179,-0.835031276
91,5e6d56e9-5605-40f0-b42d-d6f0b0b59b7c,2329,2180.186756,148.8132438,0.063895768
92,6399107f-4deb-4c4c-9193-46f45081dad2,3377,3165.448154,211.5518463,0.062644906
93,693fc26a-f6ac-491a-91a2-80ba5bccd959,2893,837.6944169,2055.305583,0.710440921
94,6bd40816-42d1-4a23-822b-f3e1aa5ecf85,2400,2609.237107,-209.2371068,-0.087182128
95,6cb9c7d8-7d22-4df2-a79a-91421aa4850b,2919,1675.417831,1243.582169,0.426030205
96,b4941134-e91f-44fd-8082-9bfc0d38af2f,1942,1643.477489,298.5225106,0.153719109
97,bcc6849b-7057-4ca9-9c09-bc0f1b838f9b,2865,1182.298573,1682.701427,0.587330341
98,bdf2c97a-23ac-4541-afc3-14a5c38753d5,2845,2087.687742,757.3122581,0.2661906
99,c168a865-f9cf-4f28-a3ea-e8774d34be4f,3737,1469.161943,2267.838057,0.606860599
100,c2b9fec8-8e90-4602-a947-767f375248db,1958,2201.016454,-243.0164541,-0.124114634
101,c6eeb7f3-25bd-47eb-9cad-c92e5e8ba93c,2080,1637.46403,442.5359699,0.212757678
102,ca4d85c7-dbf3-459a-ae82-c5316a344c1f,1596,2063.739804,-467.7398043,-0.293070053
103,caaa8b4c-0e5d-4669-a633-2d1f1e13d66e,1892,1548.978485,343.0215151,0.181301012
104,cace3d5f-acde-424a-a311-2ed8582b2f20,2826,1737.614221,1088.385779,0.385132972
105,d471bdf2-32e9-4d4c-a87f-55443d0ef9fc,964,1417.878041,-453.8780414,-0.470827844
106,d7f8285d-3b10-4eb4-aced-9bcadcf13879,2226,1828.483629,397.5163708,0.178578783
107,dc58e613-2d32-4c42-8495-6cd8e1af65b3,2023,1889.580098,133.4199025,0.065951509
108,e3367095-1e16-4295-91bb-a9eefa1260f5,2714,2267.287557,446.7124434,0.164595594
109,eadb4521-4c69-499f-957c-b56dc6dd2a77,2375,1588.414692,786.5853084,0.331193814
110,f1b16cb9-fee6-457f-b661-ba634bfb505c,1568,1966.935526,-398.935526,-0.254423167
111,f3987989-5344-4d0e-827c-18c8561ff28f,9999,1735.467695,8263.532305,0.826435874
112,f5ab00d4-f984-4cbc-9732-7c45a49d141d,1878,2140.331783,-262.3317828,-0.139686785
113,f894e4c7-e78f-4902-8c8d-5b6aa5f93286,1822,1405.761478,416.2385224,0.228451439
114,f8a399f0-423f-4e75-85f6-da0016bfb8b8,2282,1385.999133,896.0008668,0.392638417
115,33d868db-a655-4aec-a9c3-1307890b2198,2672,2992.04297,-320.0429697,-0.119776561
116,3445af92-a89e-4607-9fd0-38fc1e7faa77,1998,1327.153129,670.8468709,0.335759195
117,37486700-430d-4e8f-8a89-480ce7216811,3731,1942.325032,1788.674968,0.479408997
118,3e218b62-8618-4aae-8132-81d2f6411270,2474,2816.67698,-342.6769804,-0.13851131
119,461dca6a-949d-4f3e-84b0-561fe14b6ea3,2025,1310.168739,714.8312615,0.353003092
120,4628fbf1-ab1f-4cee-9763-bd1e11489cd7,2362,2479.442828,-117.4428279,-0.049721773
