House,Predicted,Predicted_3d,Target,Exe_time,RMSE,RMSE_3d,Perc_error_3d,Perc_error,maxZVal,major_pitch
312d39cd-cb1d-4919-b04e-155b3a994e56,2812.7109253251137,2413.68,1677.0,38.53099298477173,1135.7109253251137,736.679443359375,0.43928410456730771,0.6772277431873069,3.5,1.11655
33d868db-a655-4aec-a9c3-1307890b2198,3426.038172321562,2841.03,2672.0,44.11173605918884,754.03817232156189,169.03466796875,0.063261477533214816,0.2821999147910037,3.5,1.07918
3445af92-a89e-4607-9fd0-38fc1e7faa77,2139.5384834933266,1801.92,1998.0,31.040711164474487,141.53848349332657,196.0814208984375,-0.098138849298517267,0.07084008182849177,3.5,1.09575
3553c4de-32a7-4d8d-86a9-41ba64fd8110,544.647515020444,411.854,2291.0,33.756773948669434,1746.352484979556,1879.1457214355469,-0.82022947247295808,-0.7622664709644504,3.5,1.00006
36a7280b-7fc8-4025-927a-f110224eb129,3276.7710720089935,2965.83,3216.0,61.67955493927002,60.771072008993542,250.16650390625,-0.077788092010649873,0.018896477614736798,3.5,1.17784
36b79ca4-a49a-4375-a8e1-1f07f015a9e3,2456.877012279227,2073.19,1945.0,42.0060019493103,511.87701227922707,128.1923828125,0.065908680109254505,0.2631758417888057,3.5,1.09808
37486700-430d-4e8f-8a89-480ce7216811,2674.527569116469,2169.33,3731.0,34.75716710090637,1056.4724308835312,1561.67041015625,-0.41856617801025192,-0.2831606622577141,3.5,1.0554
386c8780-d81e-43ba-b4c5-1929abc177cc,2963.3354260833657,2412.72,999.12345,27.694175004959106,1964.2119760833657,1413.600915234375,1.4148410941954919,1.9659352165974742,4.5,1.0596
3a1a4013-2ce3-48d7-9c9d-ac19f5c6c8d9,2288.811564793374,2051.89,2458.0,43.07814812660217,169.18843520662585,406.105712890625,-0.16521794666014036,-0.06883174743963623,5.5,1.16626
3c75691b-b774-41d3-9057-a47aa0287b3f,3052.1826161788604,2796.79,3062.0,52.92528510093689,9.8173838211396287,265.21435546875,-0.086614747050538857,-0.003206199810953504,4.5,1.19241
3c84db7a-b9c8-40bb-bc40-6fbb629e1c3f,2393.3015022916416,1908.74,1757.0,44.92464804649353,636.30150229164155,151.74072265625,0.086363530253984064,0.36215224945454844,6.5,1.03784
3e218b62-8618-4aae-8132-81d2f6411270,2816.8968160793447,2342.62,2474.0,44.1616690158844,342.89681607934472,131.384765625,-0.053106210842764755,0.1386001681808184,3.5,1.0825
40dd7f5a-b1ee-4578-9529-96c009d08b26,1355.5241173573643,1164.44,2398.0,41.778038024902344,1042.4758826426357,1233.556640625,-0.5144106091013344,-0.4347272237875879,3.5,1.11721
421be199-02e8-4ad4-8357-f6f5b6c52407,2812.7920172888303,2290.78,2051.0,40.39829111099243,761.79201728883027,239.78369140625,0.11691062477145295,0.37142467932171147,3.5,1.05981
45b3f8c6-a05e-444f-8ff5-c852229f6166-PBAK,1882.3891879738785,2045.12,999.12345,60.26602387428284,883.26573797387846,1045.99813203125,1.0469158060810702,0.8840406438002015,5.5,1.41342
461dca6a-949d-4f3e-84b0-561fe14b6ea3,1510.0920375504504,1394.84,2025.0,30.548326015472412,514.90796244954959,630.161865234375,-0.3111910445601852,-0.25427553701212324,3.5,1.20142
4628fbf1-ab1f-4cee-9763-bd1e11489cd7,2734.3798711467603,2444.53,2362.0,38.29234194755554,372.37987114676025,82.525146484375,0.034938673363410243,0.15765447550667241,3.5,1.16326
46bc7d78-1024-4126-94e7-8593efc21ae4,2984.896634171409,2763.27,3495.0,48.12238001823425,510.103365828591,731.72705078125,-0.20936396302753935,-0.14595232212549097,3.5,1.20483
4a469dcd-e858-4c8e-a2f8-86588777daf8,963.9358966775344,774.184,2268.0,37.432438135147095,1304.0641033224656,1493.8157958984375,-0.65864893999049268,-0.5749841725407696,3.5,1.04454
4bd83031-88b2-4d23-981b-8fc040299da2,2245.2352165898747,1800.04,1740.0,61.692397117614746,505.23521658987465,60.04296875,0.034507453304597702,0.2903650670056751,3.5,1.04328
4bf60e38-9949-422a-a10f-f1b46326a916,1674.2777843956526,1358.64,2445.0,45.781790018081665,770.72221560434741,1086.359375,-0.44431876278118609,-0.3152238100631278,5.5,1.05567
4f40934c-cbde-4d2d-bfab-21c459bd94bc,2107.1530124772607,1961.31,3014.0,56.25827693939209,906.84698752273925,1052.6866455078125,-0.34926564217246597,-0.3008782307640144,3.5,1.21267
510c6b3b-f26a-4b05-89ac-9ec858aca3fd,2831.6169163719537,2273.14,2272.0,45.87168288230896,559.61691637195372,1.141357421875,0.0005023580201914613,0.2463102624876557,3.5,1.0448
57728db0-ee9f-4b42-82e2-7449143f0a0b,4160.193630182668,3867.73,4199.0,60.987021923065186,38.80636981733187,331.26708984375,-0.078891900415277452,-0.00924181229276777,3.5,1.21051
57c76124-29c6-4da6-af65-e7feb336b3da,2615.3578807176323,2368.09,2305.0,28.90709900856018,310.35788071763227,63.092041015625,0.027371818228036877,0.1346455013959359,5.5,1.17839
58a8ae24-911d-4a49-bfff-af44292c749d,3303.7668684908986,2872.41,3124.0,37.901525020599365,179.76686849089856,251.593994140625,-0.080535849596871004,0.05754381193690735,3.5,1.13142
5961b696-e249-433a-a878-54247c27f0ba,3165.865380984215,2562.15,2454.0,59.4784369468689,711.86538098421488,108.145263671875,0.044068974601416053,0.2900836923326059,4.5,1.05303
599ce0d6-90b3-4c84-a081-e2e73dc6a64a,3386.9389589631896,2858.7,3283.0,56.07483983039856,103.93895896318963,424.304443359375,-0.12924290081004416,0.03165974991263772,4.5,1.09835
59c4f8a6-58b8-4437-9d30-34bbe039c806,3105.258723724625,2546.07,2642.0,51.18719983100891,463.25872372462482,95.934814453125,-0.03631143620481643,0.17534395296162938,3.5,1.067
5b135ab7-80d8-4b2c-9a6b-11be73b7e4c8,2459.755021906386,2174.0,2278.0,45.80656599998474,181.75502190638599,104.0048828125,-0.045656225993195784,0.07978710355855399,4.5,1.14995
5b42dea7-db0b-4310-b9b1-d84c96b91f21-PBAK,2700,2700,999.12345,10000,1700.87655,1700.87655,1.7023687613377505,1.7023687613377505,6,1.41
