House,Predicted,Predicted_3d,Target,Exe_time,RMSE,RMSE_3d,Perc_error_3d,Perc_error,maxZVal,major_pitch
45b3f8c6-a05e-444f-8ff5-c852229f6166-PBAK,1882.3891879738785,1750.5,999.12345,55.38542294502258,883.26573797387846,751.37593964843745,0.75203513604693939,0.8840406438002015,5.5,1.41342
46bc7d78-1024-4126-94e7-8593efc21ae4,2700,2700,3495.0,10000,795.0,795.0,-0.22746781115879827,-0.22746781115879827,6,1.41
4bf60e38-9949-422a-a10f-f1b46326a916,1674.2777843956526,1399.5,2445.0,43.51282095909119,770.72221560434741,1045.5009765625,-0.42760776137525564,-0.3152238100631278,5.5,1.05567
4f40934c-cbde-4d2d-bfab-21c459bd94bc,2107.1530124772607,1536.26,3014.0,48.79011392593384,906.84698752273925,1477.7353515625,-0.49029042852106836,-0.3008782307640144,3.5,1.21267
57c76124-29c6-4da6-af65-e7feb336b3da,2615.3578807176323,1732.54,2305.0,28.896857976913452,310.35788071763227,572.463623046875,-0.24835732019387202,0.1346455013959359,5.5,1.17839
58a8ae24-911d-4a49-bfff-af44292c749d,3303.7668684908986,2789.75,3124.0,35.240132093429565,179.76686849089856,334.251953125,-0.10699486335627401,0.05754381193690735,3.5,1.13142
5b42dea7-db0b-4310-b9b1-d84c96b91f21-PBAK,2700,2700,999.12345,10000,1700.87655,1700.87655,1.7023687613377505,1.7023687613377505,6,1.41
5d787546-1f8d-453b-93b3-be5786617508,3652.0440602356693,3430.35,3115.0,45.21473288536072,537.04406023566935,315.348876953125,0.10123559452748797,0.17240579782846527,3.5,1.12858
64390369-cfc9-4e4d-8b97-27d7feb2d5f9,2853.1409285303994,2738.91,2550.0,36.582967042922974,303.14092853039938,188.905029296875,0.074080403645833334,0.1188787955021174,3.5,1.06092
649276a8-316f-463c-a62f-b0d10f8e927d,2951.258954501593,1991.37,2674.0,42.754034996032715,277.25895450159305,682.6263427734375,-0.25528285070061235,0.10368696877396898,3.5,1.19016
650688f7-8c48-487a-a5c6-3e38c5f124f7,2768.0953611052555,2912.17,3083.0,64.36854600906372,314.90463889474449,170.827880859375,-0.055409627265447618,-0.10214227664441923,3.5,1.10153
69bc9dc6-e39a-431a-84ca-1bf25f43ae38,3501.452223488304,3600.96,2861.0,66.29414486885071,640.45222348830384,739.955078125,0.25863511993184202,0.2238560725230003,4.5,1.10061
6a38336d-38a9-45c1-8b13-af67858a9367,3166.1778853468063,2226.33,3093.0,53.228092193603516,73.177885346806306,866.66943359375,-0.280203502616796,0.02365919345192574,4.5,1.34761
6bb83cc0-40fe-4747-8be5-9a647f8eb913,2813.5599362130624,2307.78,2303.0,37.58797287940979,510.55993621306243,4.776123046875,0.0020738701896982196,0.22169341563745654,3.5,1.1257
6c9d76c2-09b4-425a-816f-f82b57bfea60,2033.0624423786069,1778.97,1938.0,39.705806016922,95.062442378606875,159.034912109375,-0.082061358157572234,0.049051827852738324,6.5,1.25874
6f185cb5-fbda-4f61-bf44-8f76e7041797,2165.712620268552,2007.59,2226.0,43.11327791213989,60.2873797314478,218.413330078125,-0.098119195902122647,-0.027083279304334143,3.5,1.04618
72bb2588-c247-4600-b8c0-07aba52e5011,2386.8641207875276,1817.33,2154.0,33.82324981689453,232.86412078752755,336.666015625,-0.15629805739322192,0.10810776266830434,6.5,1.13141
74f0b58b-7a29-425f-ae33-9cf479fd80a2,2353.792818079333,2072.34,3218.0,47.85750985145569,864.20718192066715,1145.659423828125,-0.35601598005846025,-0.2685541273836753,3.5,1.0522
773d2d69-e34c-4857-bfb2-225cc75b7b57,3326.6457092201276,2528.87,1553.0,43.62858986854553,1773.6457092201276,975.873291015625,0.62837945332622347,1.1420770825628639,3.5,1.1872
7a68fbe8-becf-47d8-93f6-6bd4563d1f43,2077.990288421154,1475.08,1523.0,22.8361599445343,554.99028842115422,47.9158935546875,-0.031461519077273473,0.36440596744658843,4.5,1.06448
80e7bce9-76e2-412c-9c86-0517358b33c1,1783.5297398520604,1524.8,1852.0,40.469006061553955,68.470260147939598,327.1966552734375,-0.17667206008284964,-0.036970982801263284,4.5,1.19563
82d5c702-1954-4b0c-9bfe-1dd7dd18e47a,3339.709787830619,3278.53,2897.0,45.76508808135986,442.70978783061901,381.5322265625,0.13169907717034865,0.15281663370059337,3.5,1.12577
844ee8cf-9f1b-424b-97e2-325d9af7df54,1589.9671856945545,1783.14,3093.0,57.32973599433899,1503.0328143054455,1309.8585205078125,-0.42349127724145247,-0.4859465936972019,3.5,1.03128
847f4d90-9616-456b-a244-48efe9ec1e2f-P,2719.6844449522346,2753.94,999.12345,44.85791087150574,1720.5609949522345,1754.81160859375,1.756351138183925,1.7220704758278214,3.5,1.2101
84d7083d-1ba2-4790-ba0d-692f68f4dc06-P,2711.8369662794967,2342.52,999.12345,51.84591889381409,1712.7135162794966,1343.39656953125,1.3445751568850175,1.714216112412832,6.5,1.23682
866a3a7a-dac3-4e81-b1af-8cc579fa3754,251.48795360646702,241.963,1864.0,38.501039028167725,1612.512046393533,1622.0369720458984,-0.87019150860831462,-0.8650815699536121,3.5,1.06161
873e78e7-6499-458d-a6f6-5a249f726c93,2583.1101099766875,2171.78,3410.0,53.78758502006531,826.88989002331255,1238.224609375,-0.36311572122434016,-0.24248970381915325,5.5,1.23771
8b459f92-626c-46a9-8133-89ad9e614cbe,1323.2878201230847,863.414,1867.0,22.868951082229614,543.71217987691534,1003.5856323242188,-0.53753917103600357,-0.29122237808083307,3.5,1.07419
8bc9e827-237e-45e2-9817-5b21d193df4e,2277.7212243693307,1780.56,2108.0,32.5179557800293,169.72122436933068,327.44189453125,-0.15533296704518501,0.08051291478621,3.5,1.33973
8c447de9-8ca9-440a-8027-225bbf7d937e-P,2301.4978415236724,1544.77,999.12345,28.189337015151978,1302.3743915236723,545.64327363281245,0.54612197685162167,1.3035169893406788,3.5,1.10996
8dbdb5c6-91c6-4f9d-82c5-4c4b32a69475,3883.60788539762,2880.09,3562.0,45.39364004135132,321.60788539762007,681.911865234375,-0.19144072578168866,0.09028856973543517,6.5,1.2751
8dda501a-2e74-4ae6-971e-e918bfcc9dbe,4076.0145910245205,4195.68,3253.0,51.62115287780762,823.01459102452054,942.6826171875,0.28978869264909313,0.2530017187287183,4.5,1.07209
8e878af6-fca3-4612-9e6b-272932bdb87e,2417.8047822588755,2534.31,2490.0,38.21809697151184,72.195217741124452,44.311767578125,0.017795890593624498,-0.028994063349849178,6.5,1.33736
8f97f6d9-6239-4884-a447-f63d00a852ce,1776.7936232106729,1453.96,4324.0,64.39493918418884,2547.2063767893269,2870.0352783203125,-0.66374543901949867,-0.5890856560567361,4.5,1.09103
8fdb609a-934c-46a6-90af-dd63d7d49962,7031.7908111320985,2985.54,2716.0,32.49811100959778,4315.7908111320985,269.5380859375,0.09924082692838733,1.589024599091347,3.5,1.05154
90f4e6d2-328a-489b-9c1a-4695ff7bc817,2315.091636488786,1583.85,1752.0,27.59768581390381,563.09163648878621,168.146240234375,-0.095973881412314499,0.3213993358954259,3.5,1.0638
9227315b-da7f-4b60-858f-f3616424a063,2623.528537140308,2362.03,2500.0,35.78368782997131,123.52853714030789,137.96923828125,-0.0551876953125,0.04941141485612316,6.5,1.23551
95729998-ac6f-4dcd-952f-801bce059ee6,3774.154511070915,2877.89,3480.0,48.587077140808105,294.15451107091485,602.109130859375,-0.17301986518947557,0.08452715835371116,3.5,1.17513
967e2c54-b644-4521-95a3-7a7ee7238895,1776.941501152995,1431.99,2341.0,28.97641897201538,564.05849884700501,909.011474609375,-0.38830050175539299,-0.24094767144254806,5.5,1.09012
9ba1c555-efcc-4555-9266-1d950687d61a,2621.139456350628,3196.95,2607.0,55.85593605041504,14.139456350627825,589.951416015625,0.22629513464350787,0.005423650307106952,5.5,1.13483
9e9a3ed6-fcdb-421c-b7bf-5463572348f1,2004.179660104855,2161.76,2390.0,52.566827058792114,385.82033989514503,228.242919921875,-0.095499129674424685,-0.16143110455863807,3.5,1.04482
9f2c206f-4de5-4c33-bad6-fd3cbd5379d3,3795.7773485644034,2697.03,999.12345,28.912863969802856,2796.6538985644033,1697.904137890625,1.6993937414747144,2.7991074562051397,3.5,1.06555
9fbc6650-110f-4060-a81a-544eee3a629f,4782.43154252318,4035.88,4097.0,55.942081928253174,685.43154252317981,61.12353515625,-0.014919095717903345,0.16730084025462041,4.5,1.14174
a1c51627-bbed-4967-bb37-4f561b4e78fb,1193.636889823647,935.986,1384.0,26.894318103790283,190.36311017635308,448.01409912109375,-0.32370960919154174,-0.1375455998384054,3.5,1.07592
b5ac9da6-584f-432e-97ee-5fd336993886,2446.110048794602,1741.06,1830.0,30.67668104171753,616.11004879460188,88.93701171875,-0.048599459955601096,0.33667215781125787,3.5,1.04789
c337b5e7-9f5b-4518-bdfe-9a9ee74fe2a7,1496.082150572508,961.164,2117.0,25.515882968902588,620.917849427492,1155.8362426757812,-0.54597838577032654,-0.29330082637104016,5.5,1.17606
c53c9b9b-3015-4a58-b474-d3b3a7681400,2634.454728342539,2307.0,3289.0,38.03913402557373,654.54527165746094,981.99853515625,-0.29857054884653389,-0.19901042008436026,4.5,1.23047
c5840f03-33f2-478b-9288-55b7f92e4409,5096.638277625018,4134.27,4010.0,61.868809938430786,1086.6382776250184,124.267578125,0.030989420978802994,0.27098211412095224,3.5,1.16704
c6c0d1c9-7e16-40c4-9940-5dcbab822f6e,191.6535442374208,102.134,1871.0,32.99760699272156,1679.3464557625791,1768.8655166625977,-0.94541182077103025,-0.8975662510756703,6.5,1.0
c8333aaf-9368-4e25-9282-43f6e98dad8c-P,2196.675254501133,1868.29,999.12345,60.52068495750427,1197.5518045011331,869.16707734374995,0.86992961414703052,1.19860243946945,3.5,1.16944
c8cbc55a-36d3-49c3-9685-d5ba498dd46f,1167.2809194089732,977.257,1722.0,45.71947884559631,554.7190805910268,744.7431640625,-0.43248731943234608,-0.32213651602266363,6.5,1.30743
c99468cd-bf60-455a-8c90-37dd5e20552d,2245.340602760776,1959.49,2376.0,64.58165502548218,130.65939723922384,416.5103759765625,-0.17529897978811554,-0.05499132880438714,6.5,1.33918
cbdb62dc-fbd0-4de6-865e-65338e6e7f6b-P,3087.916367166417,2464.44,999.12345,50.68618702888489,2088.7929171664168,1465.312096875,1.4665976430390057,2.090625454908917,6.5,1.4856
d1497eb7-6493-42c8-8b10-fb552213f0c1,2822.554932246044,3080.92,2630.0,54.98492884635925,192.55493224604379,450.919677734375,0.17145234894843156,0.07321480313537787,3.5,1.06332
d303e175-7571-4a95-a21b-c8351104b0ec,2606.261951980142,1561.98,1997.0,24.680985927581787,609.26195198014193,435.0218505859375,-0.2178376818156923,0.3050886089034261,3.5,1.07919
d7d38697-3a57-4d46-a3aa-30a653928288,3520.3059859509262,4297.53,2831.0,50.74814319610596,689.30598595092624,1466.525390625,0.51802380453020136,0.24348498267429397,3.5,1.03285
d8944900-f1ba-474b-916e-514ac14c14b7-P,3126.6730200227043,3134.9,999.12345,43.045186042785645,2127.5495700227043,2135.780846875,2.1376546080216614,2.1294161097136737,3.5,1.2415
db92cae7-80dc-4f11-bce4-772fb3b31851,2547.888927331347,2337.28,2539.0,52.68683910369873,8.8889273313470767,201.72021484375,-0.079448686429204413,0.003500956018647923,3.5,1.27726
deea1ae2-b08b-4e8a-ad97-66f8c51ba013,5163.452922254502,3831.93,4108.0,47.15416884422302,1055.4529222545016,276.0673828125,-0.067202381405185002,0.25692622255464986,3.5,1.07779
df9dac87-aa84-4fa0-9837-71a1b3d3a3aa,2222.2293577369,1963.16,2249.0,36.94557595252991,26.770642263099944,285.839599609375,-0.12709630929718763,-0.011903353607425497,4.5,1.31865
eab1d769-2ecd-4c9b-8610-6e0e2357ee5b,1946.6202335372377,1615.19,2000.0,41.46022391319275,53.379766462762291,384.811279296875,-0.19240563964843749,-0.026689883231381144,6.5,1.20464
ece3fadd-a32d-4ce3-b130-dfbd5d4bdaf7,3319.4463405515858,3705.89,2665.0,33.876527070999146,654.44634055158576,1040.892822265625,0.39057892017471857,0.24557085949402843,6.5,1.0389
ef4806e6-482a-4abb-97ad-46f6cec0c0f7-P,2858.697283942181,3293.47,999.12345,44.13790702819824,1859.573833942181,2294.350426953125,2.2963633042074281,1.8612052734246012,3.5,1.04731
f0655421-ea81-4a45-91e3-cd92c1547090,2700,2700,4997.0,10000,2297.0,2297.0,-0.45967580548328996,-0.45967580548328996,6,1.41
f62f20a1-a805-4210-a848-257fee4b7b8f,2741.0820281234883,2438.66,2855.0,43.65036606788635,113.91797187651173,416.337158203125,-0.14582737590302103,-0.03990121606883073,3.5,1.15768
fe309d17-5001-4eca-8281-8e129813aa7f,2963.0720852003396,2774.46,4055.0,54.87448811531067,1091.9279147996604,1280.537353515625,-0.31579219568819361,-0.26927938712691996,4.5,1.21231
fec9495d-e03e-4f63-93ac-45eaf0543e4c,4001.4933317256045,4373.51,3507.0,62.126118898391724,494.49333172560455,866.51025390625,0.24708019786320218,0.14100180545355134,3.5,1.11375
