House,Predicted,Predicted_3d,Target,Exe_time,RMSE,RMSE_3d,Perc_error_3d,Perc_error,maxZVal,major_pitch
24bc57fa-ba23-4374-ac51-d434e6bf410f,2277.738899137215,1983.94,1987.0,51.011029958724976,290.73889913721496,3.055419921875,-0.0015377050437216911,0.1463205330333241,6.5,1.12227
5855a906-aefa-4ae0-be10-80aa587ee982,3268.1784582456817,2496.9,2920.0,31.874601125717163,348.17845824568167,423.0966796875,-0.14489612318065068,0.11923919802934303,4.5,1.15106
989f9066-5eec-4d2e-b684-c631a9937243,3519.5178368139223,2451.88,2894.0,43.95364189147949,625.51783681392226,442.124267578125,-0.1527727254934779,0.2161429982079897,4.5,1.20792
a111a354-2b38-4f9f-a3c8-23dccec3e4e6,2957.14757894692,2870.61,3036.0,51.14014220237732,78.852421053079979,165.38720703125,-0.05447536463479908,-0.025972470702595514,6.5,1.20204
a1ae3f44-5878-4d30-898d-4dd4b33f8cfa,4532.240203763972,3298.9,4358.0,38.99764895439148,174.2402037639722,1059.0986328125,-0.24302400936496099,0.039981689711788025,5.5,1.41116
ae7a28a6-02bc-4fa6-858b-ab1a6dc5a99f,2700,2700,2240.0,10000,460.0,460.0,0.20535714285714285,0.20535714285714285,6,1.41
b718aabc-6b8a-42c9-920e-3378addd5810-P,2445.885481623513,2009.89,2947.0,52.82323408126831,501.11451837648701,937.1083984375,-0.31798724073210044,-0.17004225258788158,5.5,1.3952
b817e6c4-4176-4211-a5c8-77b54fe2e04e,8074.335539565374,4752.62,2398.0,31.289489030838013,5676.3355395653743,2354.6171875,0.98190875208507089,2.367112401820423,3.5,1.06
ba9b993d-c107-451f-9ba2-c6c8a79a18a2,2544.7086812628067,2215.08,2390.0,35.56232190132141,154.70868126280675,174.923828125,-0.073189886244769881,0.06473166580033755,4.5,1.13273
